id,State,City,Forecast Number,Date,Main Condition,Condition Description,Icon,Low Temperature,High Temperature,Humidity Percentage,Wind MPH,Wind Direction,Rain Inches,Snow Inches,Pressure,Cloud Percent,UTC Timestamp,Timezone Offset
305,Virginia,Baltimore/Washington,5,Sun 3/6,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,54.18,71.02,66,15,S,0,0,1019,100,1646586000,-18000
306,Virginia,Blacksburg/Roanoke,1,Wed 3/2,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,37.89,60.75,48,11,W,0,0,1018,0,1646240400,-18000
307,Virginia,Blacksburg/Roanoke,2,Thu 3/3,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,39.09,50.74,83,11,W,0.12,0,1020,89,1646326800,-18000
308,Virginia,Blacksburg/Roanoke,3,Fri 3/4,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,33.08,54.27,58,5,S,0,0,1029,89,1646413200,-18000
309,Virginia,Blacksburg/Roanoke,4,Sat 3/5,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,39.29,63.52,52,10,S,0,0,1026,87,1646499600,-18000
310,Virginia,Blacksburg/Roanoke,5,Sun 3/6,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,50.76,71.83,41,12,SW,0,0,1020,83,1646586000,-18000
311,Virginia,Wakefield,1,Wed 3/2,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,42.08,67.44,46,7,SE,0,0,1018,4,1646240400,-18000
312,Virginia,Wakefield,2,Thu 3/3,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,43.77,64.29,54,10,N,0,0,1019,98,1646326800,-18000
313,Virginia,Wakefield,3,Fri 3/4,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,32.04,52.11,39,10,N,0,0,1032,7,1646413200,-18000
314,Virginia,Wakefield,4,Sat 3/5,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,38.8,67.89,59,9,S,0,0,1029,97,1646499600,-18000
315,Virginia,Wakefield,5,Sun 3/6,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,57.76,75.97,48,17,S,0,0,1023,83,1646586000,-18000
316,West Virginia,Charleston,1,Wed 3/2,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,38.84,61.7,54,9,SW,0,0,1019,7,1646240400,-18000
317,West Virginia,Charleston,2,Thu 3/3,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,33.69,55.83,70,12,SW,0.22,0,1025,100,1646326800,-18000
318,West Virginia,Charleston,3,Fri 3/4,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,30.24,54.91,35,5,N,0,0,1028,28,1646413200,-18000
319,West Virginia,Charleston,4,Sat 3/5,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,43.9,72.59,44,10,S,0,0,1023,97,1646499600,-18000
320,West Virginia,Charleston,5,Sun 3/6,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,58.51,67.75,58,12,SW,4.63,0,1019,100,1646586000,-18000
321,Guam,Guam,1,Wed 3/2,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,78.3,82.27,77,20,NE,4.62,0,1012,87,1646186400,36000
322,Guam,Guam,2,Thu 3/3,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,78.66,81.63,80,17,NE,4.03,0,1012,39,1646272800,36000
323,Guam,Guam,3,Fri 3/4,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,78.85,81.37,81,18,NE,3.44,0,1012,83,1646359200,36000
324,Guam,Guam,4,Sat 3/5,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,78.85,82.13,77,16,NE,3.62,0,1009,65,1646445600,36000
325,Guam,Guam,5,Sun 3/6,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,79.05,81.54,78,13,E,4.34,0,1009,39,1646532000,36000
326,Hawaii,Honolulu,1,Wed 3/2,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,68.99,75.85,67,8,N,0,0,1017,1,1646258400,-36000
327,Hawaii,Honolulu,2,Thu 3/3,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,69.26,74.66,60,8,N,0.71,0,1016,50,1646344800,-36000
328,Hawaii,Honolulu,3,Fri 3/4,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,69.08,73.38,62,8,N,0,0,1016,16,1646431200,-36000
329,Hawaii,Honolulu,4,Sat 3/5,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,68.16,73.02,58,10,NE,0,0,1017,0,1646517600,-36000
330,Hawaii,Honolulu,5,Sun 3/6,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,68.32,73.44,62,7,SE,0,0,1017,6,1646604000,-36000
331,Alabama,Birmingham,1,Wed 3/2,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,42.53,71.28,41,4,SW,0,0,1023,0,1646240400,-21600
332,Alabama,Birmingham,2,Thu 3/3,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,47.57,70.79,43,5,W,0,0,1023,33,1646326800,-21600
333,Alabama,Birmingham,3,Fri 3/4,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,49.17,73.18,38,7,SE,0,0,1025,19,1646413200,-21600
334,Alabama,Birmingham,4,Sat 3/5,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,50.31,76.69,43,11,SE,0,0,1024,56,1646499600,-21600
335,Alabama,Birmingham,5,Sun 3/6,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,53.76,78.89,53,9,SE,0,0,1022,32,1646586000,-21600
336,Alabama,Huntsville,1,Wed 3/2,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,41.68,68.45,51,7,SW,0,0,1022,0,1646240400,-21600
337,Alabama,Huntsville,2,Thu 3/3,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,46.71,68.76,52,7,W,0,0,1023,0,1646326800,-21600
338,Alabama,Huntsville,3,Fri 3/4,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,49.55,69.62,54,9,SE,0,0,1025,46,1646413200,-21600
339,Alabama,Huntsville,4,Sat 3/5,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,50.18,71.1,54,15,SE,0,0,1023,73,1646499600,-21600
340,Alabama,Huntsville,5,Sun 3/6,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,53.73,75.54,52,14,S,0,0,1022,6,1646586000,-21600
341,Alabama,Mobile/Pensacola,1,Wed 3/2,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,37.65,74.44,29,6,S,0,0,1023,77,1646244000,-21600
342,Alabama,Mobile/Pensacola,2,Thu 3/3,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,51.12,75.29,34,6,S,0,0,1023,97,1646330400,-21600
343,Alabama,Mobile/Pensacola,3,Fri 3/4,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,51.73,74.43,34,9,SE,0,0,1024,40,1646416800,-21600
344,Alabama,Mobile/Pensacola,4,Sat 3/5,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,58.21,76.93,52,12,SE,0,0,1023,14,1646503200,-21600
345,Alabama,Mobile/Pensacola,5,Sun 3/6,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,61.11,78.33,53,12,SE,0,0,1022,4,1646589600,-21600
346,Arkansas,Little Rock,1,Wed 3/2,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,44.44,73.35,31,7,SW,0,0,1022,0,1646244000,-21600
347,Arkansas,Little Rock,2,Thu 3/3,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,48.63,73.85,34,5,SW,0,0,1022,0,1646330400,-21600
348,Arkansas,Little Rock,3,Fri 3/4,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,50.45,72.37,43,10,S,0,0,1022,84,1646416800,-21600
349,Arkansas,Little Rock,4,Sat 3/5,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,53.47,72.09,60,14,S,0.28,0,1016,64,1646503200,-21600
350,Arkansas,Little Rock,5,Sun 3/6,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,64.71,76.24,75,16,SE,5.44,0,1016,98,1646589600,-21600
351,Florida,Jacksonville,1,Wed 3/2,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,46.98,77.31,26,5,NW,0,0,1022,0,1646240400,-18000
352,Florida,Jacksonville,2,Thu 3/3,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,54.81,80.31,26,3,W,0,0,1023,3,1646326800,-18000
353,Florida,Jacksonville,3,Fri 3/4,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,56.8,75.96,34,9,NE,0,0,1025,0,1646413200,-18000
354,Florida,Jacksonville,4,Sat 3/5,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,60.37,78.51,43,11,E,0,0,1026,1,1646499600,-18000
355,Florida,Jacksonville,5,Sun 3/6,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,64.92,80.85,41,12,E,0,0,1024,26,1646586000,-18000
356,Florida,Key West,1,Wed 3/2,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,69.3,74.21,78,18,NE,2.21,0,1020,44,1646240400,-18000
357,Florida,Key West,2,Thu 3/3,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,73.92,74.91,65,17,NE,1.01,0,1021,0,1646326800,-18000
358,Florida,Key West,3,Fri 3/4,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,73.83,74.97,64,24,NE,0.13,0,1021,12,1646413200,-18000
359,Florida,Key West,4,Sat 3/5,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,74.8,75.61,74,26,NE,0.73,0,1022,38,1646499600,-18000
360,Florida,Key West,5,Sun 3/6,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,75.52,76.3,82,26,E,1.65,0,1021,33,1646586000,-18000
361,Florida,Melbourne,1,Wed 3/2,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,55.72,72.45,68,12,NW,0,0,1021,1,1646240400,-18000
362,Florida,Melbourne,2,Thu 3/3,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,64.89,73.63,68,8,NE,0,0,1023,36,1646326800,-18000
363,Florida,Melbourne,3,Fri 3/4,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,66.52,75.16,61,12,NE,0,0,1024,0,1646413200,-18000
364,Florida,Melbourne,4,Sat 3/5,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,69.46,75.74,60,17,E,0.23,0,1025,16,1646499600,-18000
365,Florida,Melbourne,5,Sun 3/6,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,71.37,76.66,61,16,E,0,0,1024,85,1646586000,-18000
366,Florida,Miami,1,Wed 3/2,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,66.74,78.21,59,12,E,0.94,0,1020,91,1646240400,-18000
367,Florida,Miami,2,Thu 3/3,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,71.17,76.77,62,13,E,1.98,0,1021,32,1646326800,-18000
368,Florida,Miami,3,Fri 3/4,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,71.37,78.85,55,19,NE,0.51,0,1022,4,1646413200,-18000
369,Florida,Miami,4,Sat 3/5,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,72.81,79.52,51,21,E,0,0,1023,0,1646499600,-18000
370,Florida,Miami,5,Sun 3/6,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,74.17,78.85,57,20,E,0.46,0,1023,88,1646586000,-18000
371,Florida,Tallahassee,1,Wed 3/2,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,41.49,77.95,25,4,N,0,0,1023,5,1646240400,-18000
372,Florida,Tallahassee,2,Thu 3/3,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,50.74,79.86,24,4,SW,0,0,1023,66,1646326800,-18000
373,Florida,Tallahassee,3,Fri 3/4,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,53.51,81.12,23,5,NE,0,0,1024,1,1646413200,-18000
374,Florida,Tallahassee,4,Sat 3/5,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,55.9,79.97,38,10,SE,0,0,1025,0,1646499600,-18000
375,Florida,Tallahassee,5,Sun 3/6,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,58.89,80.38,37,10,SE,0,0,1024,93,1646586000,-18000
376,Florida,Tampa,1,Wed 3/2,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,54,73.49,40,14,NW,0,0,1021,0,1646240400,-18000
377,Florida,Tampa,2,Thu 3/3,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,61.29,76.66,55,15,NW,0,0,1022,56,1646326800,-18000
378,Florida,Tampa,3,Fri 3/4,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,63.43,80.22,42,16,E,0,0,1023,0,1646413200,-18000
379,Florida,Tampa,4,Sat 3/5,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,63.14,81.09,44,16,E,0,0,1023,0,1646499600,-18000
380,Florida,Tampa,5,Sun 3/6,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,64.78,81.46,44,15,E,0,0,1022,0,1646586000,-18000
381,Georgia,Peachtree City/Atlanta,1,Wed 3/2,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,41.34,72.9,32,7,W,0,0,1022,0,1646240400,-18000
382,Georgia,Peachtree City/Atlanta,2,Thu 3/3,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,48.4,72.7,35,8,W,0,0,1022,5,1646326800,-18000
383,Georgia,Peachtree City/Atlanta,3,Fri 3/4,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,50.61,71.62,48,9,NE,0,0,1026,1,1646413200,-18000
384,Georgia,Peachtree City/Atlanta,4,Sat 3/5,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,51.66,75.79,48,10,SE,0,0,1026,44,1646499600,-18000
385,Georgia,Peachtree City/Atlanta,5,Sun 3/6,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,53.89,78.19,48,9,SE,0,0,1024,22,1646586000,-18000
386,Louisiana,Lake Charles,1,Wed 3/2,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,38.62,71.01,38,9,S,0,0,1024,97,1646244000,-21600
387,Louisiana,Lake Charles,2,Thu 3/3,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,52.43,72.34,50,7,S,0,0,1024,100,1646330400,-21600
388,Louisiana,Lake Charles,3,Fri 3/4,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,54.09,73.63,46,11,SE,0,0,1023,88,1646416800,-21600
389,Louisiana,Lake Charles,4,Sat 3/5,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,60.98,78.62,73,17,S,0.66,0,1019,22,1646503200,-21600
390,Louisiana,Lake Charles,5,Sun 3/6,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,65.23,80.58,56,18,SE,0,0,1017,60,1646589600,-21600
391,Louisiana,New Orleans/Baton Rouge,1,Wed 3/2,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,46.67,67.62,44,6,SE,0,0,1024,95,1646244000,-21600
392,Louisiana,New Orleans/Baton Rouge,2,Thu 3/3,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,53.47,68.27,48,5,S,0,0,1024,100,1646330400,-21600
393,Louisiana,New Orleans/Baton Rouge,3,Fri 3/4,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,53.69,69.89,44,10,E,0,0,1024,21,1646416800,-21600
394,Louisiana,New Orleans/Baton Rouge,4,Sat 3/5,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,60.91,74.75,61,14,SE,0.15,0,1022,10,1646503200,-21600
395,Louisiana,New Orleans/Baton Rouge,5,Sun 3/6,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,63.59,73.24,74,14,E,0.64,0,1020,39,1646589600,-21600
396,Louisiana,Shreveport,1,Wed 3/2,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,38.55,72.27,33,5,S,0,0,1023,91,1646244000,-21600
397,Louisiana,Shreveport,2,Thu 3/3,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,50.52,73.72,36,5,SE,0,0,1023,17,1646330400,-21600
398,Louisiana,Shreveport,3,Fri 3/4,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,53.08,74.5,45,10,SE,0,0,1022,79,1646416800,-21600
399,Louisiana,Shreveport,4,Sat 3/5,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,57.51,77.02,56,12,S,0.38,0,1017,96,1646503200,-21600
400,Louisiana,Shreveport,5,Sun 3/6,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,66.13,79.27,76,13,SE,0.23,0,1016,93,1646589600,-21600
401,Mississippi,Jackson,1,Wed 3/2,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,35.01,71.62,36,5,SW,0,0,1023,23,1646244000,-21600
402,Mississippi,Jackson,2,Thu 3/3,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,50.22,72.99,42,4,SW,0,0,1023,41,1646330400,-21600
403,Mississippi,Jackson,3,Fri 3/4,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,51.76,75.33,41,8,SE,0,0,1023,49,1646416800,-21600
404,Mississippi,Jackson,4,Sat 3/5,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,53.98,74.03,72,13,SE,0.15,0,1021,100,1646503200,-21600
405,Mississippi,Jackson,5,Sun 3/6,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,63.52,79.5,67,12,SE,0,0,1020,94,1646589600,-21600
406,New Mexico,Albuquerque,1,Wed 3/2,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,41.59,66.45,18,6,NW,0,0,1020,0,1646247600,-25200
407,New Mexico,Albuquerque,2,Thu 3/3,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,48.45,65.95,21,13,S,0,0,1017,100,1646334000,-25200
408,New Mexico,Albuquerque,3,Fri 3/4,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,44.83,67.01,37,30,S,0,0,1010,54,1646420400,-25200
409,New Mexico,Albuquerque,4,Sat 3/5,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,39.58,57.97,35,22,SW,0.45,0.15,1011,17,1646506800,-25200
410,New Mexico,Albuquerque,5,Sun 3/6,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,36.48,44.46,26,26,SW,0.35,0,1010,78,1646593200,-25200
411,Oklahoma,Norman/Oklahoma City,1,Wed 3/2,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,42.66,73.38,22,11,S,0,0,1021,40,1646244000,-21600
412,Oklahoma,Norman/Oklahoma City,2,Thu 3/3,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,48.88,74.25,28,13,SE,0,0,1020,2,1646330400,-21600
413,Oklahoma,Norman/Oklahoma City,3,Fri 3/4,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,54.57,68.32,63,25,SE,0,0,1016,99,1646416800,-21600
414,Oklahoma,Norman/Oklahoma City,4,Sat 3/5,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,58.12,77.83,30,26,S,0,0,1008,53,1646503200,-21600
415,Oklahoma,Norman/Oklahoma City,5,Sun 3/6,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,45.3,57.96,85,16,NW,15.56,0,1012,100,1646589600,-21600
416,Oklahoma,Tulsa,1,Wed 3/2,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,46.13,73.47,26,13,S,0,0,1021,0,1646244000,-21600
417,Oklahoma,Tulsa,2,Thu 3/3,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,49.35,73.6,38,11,SE,0,0,1021,0,1646330400,-21600
418,Oklahoma,Tulsa,3,Fri 3/4,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,52.39,71.82,58,20,SE,0,0,1017,100,1646416800,-21600
419,Oklahoma,Tulsa,4,Sat 3/5,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,60.21,75.67,71,24,S,0,0,1009,91,1646503200,-21600
420,Oklahoma,Tulsa,5,Sun 3/6,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,45.28,62.51,62,14,NW,15.09,0,1015,100,1646589600,-21600
421,Puerto Rico,San Juan,1,Wed 3/2,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,72.81,83.34,69,15,NE,0,0,1016,9,1646236800,-14400
422,Puerto Rico,San Juan,2,Thu 3/3,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,73.89,82.18,66,14,NE,1.1,0,1017,62,1646323200,-14400
423,Puerto Rico,San Juan,3,Fri 3/4,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,73.65,82.53,63,15,E,0.36,0,1018,9,1646409600,-14400
424,Puerto Rico,San Juan,4,Sat 3/5,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,73.83,81.57,62,15,NE,5.16,0,1018,6,1646496000,-14400
425,Puerto Rico,San Juan,5,Sun 3/6,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,73.74,79.38,72,16,NE,5.92,0,1019,9,1646582400,-14400
426,Tennessee,Memphis,1,Wed 3/2,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,44.73,69.26,44,10,SW,0,0,1022,0,1646244000,-21600
427,Tennessee,Memphis,2,Thu 3/3,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,48.87,69.66,45,8,S,0,0,1023,0,1646330400,-21600
428,Tennessee,Memphis,3,Fri 3/4,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,50.18,71.31,50,9,S,0,0,1024,99,1646416800,-21600
429,Tennessee,Memphis,4,Sat 3/5,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,54.43,70.03,69,16,S,0.27,0,1019,83,1646503200,-21600
430,Tennessee,Memphis,5,Sun 3/6,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,62.78,74.48,68,18,S,1.18,0,1018,91,1646589600,-21600
431,Tennessee,Morristown/Knoxville,1,Wed 3/2,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,41.18,64.44,57,10,SW,0,0,1020,0,1646240400,-18000
432,Tennessee,Morristown/Knoxville,2,Thu 3/3,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,44.91,65.14,57,9,SW,0,0,1021,0,1646326800,-18000
433,Tennessee,Morristown/Knoxville,3,Fri 3/4,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,40.06,64.22,62,6,SW,0,0,1026,6,1646413200,-18000
434,Tennessee,Morristown/Knoxville,4,Sat 3/5,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,47.3,71.35,55,7,SW,0,0,1024,36,1646499600,-18000
435,Tennessee,Morristown/Knoxville,5,Sun 3/6,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,51.94,72.57,50,14,SW,0,0,1021,1,1646586000,-18000
436,Tennessee,Nashville,1,Wed 3/2,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,45.81,70.38,49,7,SW,0,0,1021,0,1646240400,-21600
437,Tennessee,Nashville,2,Thu 3/3,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,48.34,65.88,56,13,N,0,0,1022,3,1646326800,-21600
438,Tennessee,Nashville,3,Fri 3/4,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,43.32,68.97,57,7,S,0,0,1025,40,1646413200,-21600
439,Tennessee,Nashville,4,Sat 3/5,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,55.62,69.08,51,15,S,0,0,1022,13,1646499600,-21600
440,Tennessee,Nashville,5,Sun 3/6,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,61.7,73.6,64,16,S,0.13,0,1020,43,1646586000,-21600
441,Texas,Amarillo,1,Wed 3/2,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,42.51,73.6,11,10,SE,0,0,1019,59,1646244000,-21600
442,Texas,Amarillo,2,Thu 3/3,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,49.23,76.44,13,15,S,0,0,1016,76,1646330400,-21600
443,Texas,Amarillo,3,Fri 3/4,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,55.62,77.49,41,25,SW,0,0,1009,96,1646416800,-21600
444,Texas,Amarillo,4,Sat 3/5,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,53.1,68.13,19,30,SW,0,0,1007,0,1646503200,-21600
445,Texas,Amarillo,5,Sun 3/6,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,36.95,52.02,41,15,NE,0.96,0,1011,34,1646589600,-21600
446,Texas,Austin/San Antonio,1,Wed 3/2,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,43.66,70.03,36,8,SE,0,0,1023,18,1646244000,-21600
447,Texas,Austin/San Antonio,2,Thu 3/3,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,50.94,73.71,61,12,SE,0,0,1022,69,1646330400,-21600
448,Texas,Austin/San Antonio,3,Fri 3/4,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,54.37,73.69,64,16,SE,0,0,1019,73,1646416800,-21600
449,Texas,Austin/San Antonio,4,Sat 3/5,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,58.62,79.61,60,17,S,0,0,1014,91,1646503200,-21600
450,Texas,Austin/San Antonio,5,Sun 3/6,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,65.89,78.21,58,24,SE,0.25,0,1011,66,1646589600,-21600
451,Texas,Brownsville,1,Wed 3/2,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,52.47,73.15,55,12,E,0,0,1022,35,1646244000,-21600
452,Texas,Brownsville,2,Thu 3/3,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,63.48,76.41,66,13,E,0,0,1021,100,1646330400,-21600
453,Texas,Brownsville,3,Fri 3/4,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,64.58,76.39,58,17,SE,0,0,1019,34,1646416800,-21600
454,Texas,Brownsville,4,Sat 3/5,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,68,80.69,63,24,SE,0,0,1015,39,1646503200,-21600
455,Texas,Brownsville,5,Sun 3/6,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,70.48,82.36,57,26,SE,0,0,1012,16,1646589600,-21600
456,Texas,Corpus Christi,1,Wed 3/2,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,51.73,72.86,51,13,E,0,0,1023,69,1646244000,-21600
457,Texas,Corpus Christi,2,Thu 3/3,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,60.35,74.17,59,13,E,0,0,1022,60,1646330400,-21600
